timestamp_start,timestamp_end,database,test_type,scale,simultaneity,threads,total_time,tps,qps,lat_min,lat_avg,lat_max,lat_95th
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_1,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_10,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_2,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_3,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_4,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_5,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_6,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_7,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_8,baixa,paralelo,50,0,0,0,0,0,0,0
2026-01-11T19:32:22+00:00,2026-01-11T19:32:23+00:00,mysql,write_9,baixa,paralelo,50,0,0,0,0,0,0,0
