Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
2,Payment,1763696890,310536,312392,4,1
1,NewOrder,1763696890,310538,255018,6,1
1,NewOrder,1763696890,310538,327342,2,1
2,Payment,1763696890,310542,166980,9,1
1,NewOrder,1763696890,310559,291636,1,1
2,Payment,1763696890,310687,217456,3,1
2,Payment,1763696890,310940,117926,5,1
3,OrderStatus,1763696890,310951,36319,0,1
2,Payment,1763696890,311028,57590,8,1
3,OrderStatus,1763696890,311349,31112,7,1
2,Payment,1763696890,342748,332935,7,1
1,NewOrder,1763696890,347359,594150,0,1
5,StockLevel,1763696890,368682,28009,8,1
2,Payment,1763696890,396761,598227,8,1
1,NewOrder,1763696890,428954,527435,5,1
2,Payment,1763696890,477610,552880,9,1
1,NewOrder,1763696890,528330,343320,3,1
1,NewOrder,1763696890,565695,390701,6,1
1,NewOrder,1763696890,602338,335945,1,1
3,OrderStatus,1763696890,623009,26691,4,1
2,Payment,1763696890,638064,432425,2,1
2,Payment,1763696890,649769,474238,4,1
1,NewOrder,1763696890,675740,600806,7,1
2,Payment,1763696890,871722,547277,3,1
2,Payment,1763696890,938350,527155,1,1
2,Payment,1763696890,941645,562942,0,1
2,Payment,1763696890,956440,587327,5,1
1,NewOrder,1763696890,956445,415219,6,1
2,Payment,1763696890,995062,581775,8,1
2,Payment,1763696891,030558,579612,9,1
3,OrderStatus,1763696891,070555,29617,2,1
2,Payment,1763696891,100370,538639,2,1
2,Payment,1763696891,124065,543374,4,1
2,Payment,1763696891,276676,423762,7,1
1,NewOrder,1763696891,371739,502439,6,1
1,NewOrder,1763696891,419071,480901,3,1
2,Payment,1763696891,465678,549341,1,1
1,NewOrder,1763696891,504649,475948,0,1
2,Payment,1763696891,543817,506081,5,1
1,NewOrder,1763696891,576898,261215,8,1
1,NewOrder,1763696891,610220,298174,9,1
2,Payment,1763696891,639073,444989,2,1
4,Delivery,1763696891,667499,164612,4,1
1,NewOrder,1763696891,700510,490627,7,1
1,NewOrder,1763696891,832184,518728,4,1
1,NewOrder,1763696891,838184,398875,8,1
2,Payment,1763696891,874247,562348,6,1
2,Payment,1763696891,900037,562831,3,1
2,Payment,1763696891,908454,589432,9,1
1,NewOrder,1763696891,980669,222011,0,1
1,NewOrder,1763696892,015084,182560,1,1
1,NewOrder,1763696892,049979,355459,5,1
2,Payment,1763696892,084164,442864,2,1
1,NewOrder,1763696892,191195,446843,7,1
2,Payment,1763696892,197692,542504,1,1
2,Payment,1763696892,202742,567692,0,1
2,Payment,1763696892,237116,560854,8,1
1,NewOrder,1763696892,350987,356550,4,1
2,Payment,1763696892,405505,422260,5,1
1,NewOrder,1763696892,436655,188609,6,1
1,NewOrder,1763696892,462930,173759,3,1
1,NewOrder,1763696892,497946,195544,9,1
2,Payment,1763696892,527098,335567,2,1
1,NewOrder,1763696892,625326,445455,6,1
1,NewOrder,1763696892,636750,419150,3,1
2,Payment,1763696892,638092,513652,7,1
2,Payment,1763696892,693647,487117,9,1
1,NewOrder,1763696892,707635,329368,4,1
1,NewOrder,1763696892,740262,375753,1,1
1,NewOrder,1763696892,770504,282209,0,1
1,NewOrder,1763696892,798044,312440,8,1
2,Payment,1763696892,827841,378495,5,1
2,Payment,1763696892,862742,371753,2,1
5,StockLevel,1763696893,037072,79447,4,1
2,Payment,1763696893,052791,211343,0,1
1,NewOrder,1763696893,055974,490110,3,1
2,Payment,1763696893,070865,537908,6,1
1,NewOrder,1763696893,110556,335650,8,1
3,OrderStatus,1763696893,116083,21867,1,1
3,OrderStatus,1763696893,116610,21341,4,1
1,NewOrder,1763696893,138026,381980,1,1
5,StockLevel,1763696893,138026,12872,4,1
2,Payment,1763696893,150978,487917,4,1
1,NewOrder,1763696893,151799,285119,7,1
1,NewOrder,1763696893,180834,380533,9,1
2,Payment,1763696893,206411,458908,5,1
1,NewOrder,1763696893,234597,331416,2,1
1,NewOrder,1763696893,264218,512842,0,1
2,Payment,1763696893,436990,520207,7,1
1,NewOrder,1763696893,446283,336178,8,1
1,NewOrder,1763696893,520076,331813,1,1
1,NewOrder,1763696893,546157,268957,3,1
1,NewOrder,1763696893,561446,307507,9,1
1,NewOrder,1763696893,566085,355919,2,1
1,NewOrder,1763696893,608850,238172,6,1
2,Payment,1763696893,638967,347454,4,1
2,Payment,1763696893,665396,355014,5,1
2,Payment,1763696893,777174,273152,0,1
3,OrderStatus,1763696893,782547,39438,8,1
2,Payment,1763696893,815180,262480,3,1
2,Payment,1763696893,822077,282338,8,1
2,Payment,1763696893,847113,283376,6,1
1,NewOrder,1763696893,851954,386875,1,1
2,Payment,1763696893,869023,439039,9,1
2,Payment,1763696893,922070,415041,2,1
1,NewOrder,1763696893,957267,322383,7,1
1,NewOrder,1763696893,986516,289642,4,1
2,Payment,1763696894,020472,341892,5,1
2,Payment,1763696894,050401,339051,0,1
1,NewOrder,1763696894,077740,138761,3,1
2,Payment,1763696894,104482,310699,8,1
2,Payment,1763696894,130555,309741,6,1
2,Payment,1763696894,216582,249150,3,1
2,Payment,1763696894,238901,260828,1,1
1,NewOrder,1763696894,276246,420374,4,1
2,Payment,1763696894,279727,249924,7,1
2,Payment,1763696894,308136,475012,9,1
1,NewOrder,1763696894,337185,414145,2,1
2,Payment,1763696894,362535,449115,5,1
1,NewOrder,1763696894,389516,335149,0,1
2,Payment,1763696894,415253,422424,8,1
1,NewOrder,1763696894,440376,274141,6,1
4,Delivery,1763696894,465837,119937,3,1
4,Delivery,1763696894,499819,199651,1,1
1,NewOrder,1763696894,529791,434920,7,1
2,Payment,1763696894,585849,510156,3,1
1,NewOrder,1763696894,696692,341273,4,1
1,NewOrder,1763696894,699668,269565,1,1
2,Payment,1763696894,714621,409329,6,1
1,NewOrder,1763696894,724740,344359,0,1
2,Payment,1763696894,751389,401159,2,1
1,NewOrder,1763696894,783257,214044,9,1
2,Payment,1763696894,811738,377914,5,1
2,Payment,1763696894,837766,381999,8,1
1,NewOrder,1763696894,964788,428947,7,1
1,NewOrder,1763696894,969320,389603,1,1
1,NewOrder,1763696894,997358,346279,9,1
2,Payment,1763696895,038043,384114,4,1
2,Payment,1763696895,069210,379842,0,1
1,NewOrder,1763696895,096071,232562,3,1
2,Payment,1763696895,124032,357306,6,1
2,Payment,1763696895,152707,354574,2,1
5,StockLevel,1763696895,189726,15131,5,1
1,NewOrder,1763696895,204925,134932,5,1
2,Payment,1763696895,219849,317407,8,1
2,Payment,1763696895,328719,240005,3,1
1,NewOrder,1763696895,339930,352481,5,1
2,Payment,1763696895,343712,391710,9,1
1,NewOrder,1763696895,358994,347650,1,1
2,Payment,1763696895,393848,370545,7,1
2,Payment,1763696895,422245,374277,4,1
2,Payment,1763696895,449140,381791,0,1
2,Payment,1763696895,481434,386332,6,1
2,Payment,1763696895,507352,393612,2,1
5,StockLevel,1763696895,537330,14446,8,1
2,Payment,1763696895,551838,374571,8,1
2,Payment,1763696895,568803,385075,3,1
1,NewOrder,1763696895,692490,404504,5,1
1,NewOrder,1763696895,706731,383824,1,1
1,NewOrder,1763696895,735511,407945,9,1
1,NewOrder,1763696895,764478,357632,7,1
1,NewOrder,1763696895,796636,266171,4,1
2,Payment,1763696895,831025,337788,0,1
1,NewOrder,1763696895,867856,272082,6,1
1,NewOrder,1763696895,901053,195186,2,1
2,Payment,1763696895,926510,268841,8,1
1,NewOrder,1763696895,953979,362809,3,1
2,Payment,1763696896,062877,343722,4,1
1,NewOrder,1763696896,090682,268202,1,1
1,NewOrder,1763696896,096314,270150,2,1
1,NewOrder,1763696896,097042,257034,5,1
1,NewOrder,1763696896,122181,257909,7,1
5,StockLevel,1763696896,140009,11107,6,1
2,Payment,1763696896,143538,285816,9,1
1,NewOrder,1763696896,151172,161894,6,1
1,NewOrder,1763696896,168913,213986,0,1
2,Payment,1763696896,195438,256621,8,1
1,NewOrder,1763696896,313148,276949,6,1
2,Payment,1763696896,316863,301417,3,1
2,Payment,1763696896,354132,291799,5,1
