timestamp,database,test_type,threads,total_time,tps,qps,lat_min,lat_avg,lat_max,lat_95th
2025-12-06 17:14:05,mysql,read_1,50,60.1396,688.67,11018.76,9.53,72.49,692.88,161.51
2025-12-06 17:14:05,mysql,read_2,50,60.1099,685.04,10960.65,6.41,72.88,672.60,164.45
2025-12-06 17:14:06,mysql,write_1,50,60.0424,1375.90,8255.82,7.32,36.31,529.39,71.83
2025-12-06 17:14:06,mysql,write_2,50,60.0792,1373.56,8241.81,7.86,36.36,466.80,71.83
